"date","mood","arousal","valence","activity","screen","builtin","communication","entertainment","office","other","social","travel","unknown","utilities"
2014-04-09,6.25,0.25,0.5,0.0403662659654395,2404.40000033379,112.664,1770.142,NA,NA,3613.761,1990.761,NA,NA,6.016
2014-04-10,7.6,1.2,1.4,0.206573262742738,4360.75499987602,90.306,3161.743,230.726,NA,82.531,877.273,NA,NA,47.583
2014-04-11,7.6,0.6,1,0.0741355491619204,1581.92100071907,51.944,452.748,32.147,NA,48.116,990.321,NA,NA,3.01
2014-04-12,7,0,0.8,0.0250274391551291,767.068000078201,NA,1912.357,NA,NA,108.724,519.463,NA,NA,NA
2014-04-13,7.6,0,1.2,0.00482709579161907,2078.96000027657,8.147,658.403,221.563,NA,119.435,2874.22,NA,NA,5.043
2014-04-14,6.6,0.2,0.6,0.0649030865558515,3426.07600092888,89.016,1931.73,81.273,45.241,122.035,1121.678,NA,NA,31.393
2014-04-15,6.4,-0.8,0.6,0.0340909090909091,3149.47799921036,313.846,2067.439,36.189,NA,54.181,711.717,NA,NA,NA
2014-04-16,6.6,-0.6,0.8,0.0685973564143854,1724.26299953461,122.282,853.409,22.458,48.299,45.329,595.55,NA,NA,33.39
2014-04-17,6.2,-1,0.8,0.0971815674258688,3259.40699934959,111.431,1016.883,144.717,NA,188.899,676.225,1114.867,NA,3.038
2014-04-18,6,-0.4,0.6,0.0490419861447404,936.607999563217,8.937,178.033,NA,NA,67.792,678.915,NA,NA,NA
2014-04-19,7.8,1.4,1.2,0.0390028943861403,2355.3289988041,324.362,840.206,88.565,NA,46.933,1092.221,NA,22.302,7.023
2014-04-20,6.4,-1.2,0.8,0.00489934479538943,1317.58699965477,2291.839,85.042,173.542,NA,36.373,5884.73,NA,17.156,15.074
2014-04-21,6.4,-1,0.6,0.0292949596667519,2076.09399962425,90.122,600.21,437.264,5.032,31.308,905.644,NA,NA,6.026
2014-04-22,6,-0.6,0.4,0.0773999430387925,1819.22499966621,109.492,795.312,21.094,NA,46.998,843.253,NA,NA,NA
2014-04-23,5.6,0,0.4,0.124976027249038,1554.52500033379,153.904,1044.884,NA,NA,51.104,435.924,NA,NA,NA
2014-04-24,6.66666666666667,0.333333333333333,1,0.128005911950777,1965.22799944878,26.486,1270.667,82.896,NA,547.374,554.572,NA,NA,NA
2014-04-25,6.33333333333333,0,0.8,0.0283210125448028,2004.85700058937,92.297,10351.418,NA,163.344,51.705,812.872,NA,NA,NA
2014-04-26,6,-0.5,0.25,0.0471788194444445,702.644000530243,276.46,156.572,NA,NA,29.159,237.624,NA,NA,NA
2014-04-27,6,-0.833333333333333,0.666666666666667,0.00542983716475096,2228.38800001144,100.223,704.723,835.74,NA,34.178,700.691,NA,NA,NA
2014-04-28,5.8,-0.8,0.6,0.0222524154589372,864.75800037384,127.955,122.743,109.162,NA,45.431,461.776,NA,NA,NA
2014-04-29,5.75,-0.25,0.25,0.0309961484593838,2025.43799996376,21.515,1157.159,111.408,NA,39.375,694.206,NA,NA,NA
2014-04-30,6.66666666666667,-0.5,1,0.034825039929765,3999.00099873542,38.781,3192.407,202.554,NA,38.314,523.099,NA,NA,NA
2014-05-01,7,0.4,0.8,0.0373140985529645,5458.79600048065,96.708,9933.223,3751.748,NA,57.046,442.897,NA,NA,202.552
2014-05-02,7.2,-0.4,1,0.181738007703081,703.172000408172,29.822,157.961,29.418,NA,45.74,436.494,NA,NA,3.172
2014-05-03,7.4,0.4,1,0.22181372986476,883.257999897003,86.962,1322.47,NA,NA,36.627,437.165,NA,6.071,44.214
2014-05-04,6.8,-0.2,1,0.0432776127692456,1968.68100047112,162.032,780.008,NA,NA,34.334,681.411,NA,311.757,NA
2014-05-05,6.66666666666667,-1,1,0.00260416666666667,263.814999818802,NA,36.584,NA,NA,22.215,204.482,NA,NA,NA
