"date","mood","arousal","valence","activity","screen","builtin","communication","entertainment","finance","game","office","other","social","travel","unknown","utilities","weather"
2014-04-07,6.5,-0.666666666666667,0.25,0.0506706211743179,9846.38099980354,927.377,7355.015,447.121,46.128,NA,17.107,170.348,1475.418,60.247,NA,205.811,NA
2014-04-08,6.6,-0.4,0.333333333333333,0.0753270582613485,15101.1320018768,892.689,9477.553,3466.479,19.131,NA,NA,209.514,2655.121,NA,NA,36.143,NA
2014-04-09,7.4,-0.8,1,0.120384114532329,13558.289000988,1638.617,6177.076,940.77,NA,NA,NA,346.654,2826.35,NA,NA,577.359,NA
2014-04-10,7.4,-0.4,0.8,0.0789631051948911,9296.09899926186,715.355,4881.411,1858.893,NA,1.059,23.195,107.919,1174.717,NA,NA,377.687,NA
2014-04-11,7,-1.2,0.8,0.0799862020730605,10526.8460001946,3369.031,3336.592,1976.138,94.093,NA,NA,51.452,596.807,34.234,NA,214.648,NA
2014-04-12,7.25,-0.75,0.75,0.0722490614703182,11750.8090009689,302.446,6595.083,2186.482,NA,NA,NA,79.033,264.432,5.031,NA,352.392,NA
2014-04-13,8,-1.25,1,0.0140213289543707,2005.75099921227,447.415,1096.795,249.392,82.413,NA,NA,94.209,34.502,NA,NA,NA,NA
2014-04-14,7.2,-1.2,0.6,0.0838873144698842,17985.447999239,961.581,6486.284,6265.556,89.323,NA,NA,145.096,2921.985,29.104,NA,986.014,NA
2014-04-15,6.4,0,0.8,0.0901121527807253,13585.2229983807,1596.356,6224.231,944.522,13.043,NA,NA,110.415,4428.21,8.363,NA,279.793,NA
2014-04-16,7.2,0.75,0.5,0.116110336127122,12522.474998951,923.613,5175.016,426.734,NA,NA,NA,40.784,1912.852,NA,NA,223.587,NA
2014-04-17,6.6,-0.4,0.6,0.0569178566720968,15018.4800007343,552.201,11853.339,142.241,NA,NA,NA,53.763,2107.146,NA,NA,49.718,NA
2014-04-18,6.8,-0.8,0.8,0.0940330066949761,13490.7289996147,1860.898,5341.657,774.354,119.163,NA,NA,47.789,1993.922,63.874,NA,88.68,NA
2014-04-19,7.8,-0.2,1,0.0994319117238403,13293.2480006218,946.19,2728.26,469.274,95.629,29.084,NA,31.482,396.672,128.89,NA,305.796,NA
2014-04-20,7.25,-0.25,0.75,0.074816243043116,8343.51800036431,897.086,4984.724,727.492,10.606,NA,NA,34.202,2237.742,NA,NA,121.035,NA
2014-04-21,7.6,-0.25,1,0.102041058968247,3832.9909992218,3442.232,2004.347,74.88,33.266,NA,NA,58.049,428.972,68.278,NA,210.882,NA
2014-04-22,7.4,0.2,1,0.091929551822292,15490.2699992657,2212.954,11360.913,1101.017,38.453,NA,NA,63.16,1422.548,NA,NA,423.215,NA
2014-04-23,7.6,0.2,1,0.0459856891337655,14535.3399994373,1130.842,8928.472,347.427,18.051,NA,NA,42.398,526.598,NA,NA,246.944,NA
2014-04-24,7.6,-0.4,1,0.0509029881940343,22086.478000164,1466.271,9692.133,4464.975,209.937,NA,NA,31.933,2688.536,51.184,NA,716.197,NA
2014-04-25,7.2,-0.2,0.8,0.109061063636827,13973.9419996738,817.613,7279.144,650.832,21.071,NA,NA,68.847,2227.694,63.316,NA,347.974,NA
2014-04-26,7.6,-0.2,1,0.214248771624235,15482.0189993381,864.519,2567.857,125.556,27.267,NA,NA,46.205,2368.377,470.773,3.148,315.763,NA
2014-04-27,7.5,0,1,0.0304789237989637,5700.56200003624,1291.314,2431.498,1510.221,NA,NA,NA,1056.684,27.47,NA,NA,60.338,NA
2014-04-28,7.6,-0.8,0.8,0.0196753225383989,10807.8299996853,1312.001,4697.372,1548.438,465.253,NA,NA,72.584,2423.933,NA,NA,380.193,NA
2014-04-29,7,-0.25,1,0.102758248529504,7873.29199910164,5289.913,3834.645,1562.533,NA,333.305,NA,40.472,411.485,41.982,NA,410.436,NA
2014-04-30,7.8,-0.4,0.75,0.151051459040747,9175.6049990654,844.963,3550.618,504.862,375.022,NA,NA,185.783,89.166,272.798,NA,112.295,NA
2014-05-01,8,-0.4,1,0.037065268147657,15516.9519984722,1876.113,8191.41,470.866,1321.104,NA,28.098,44.43,4918.942,NA,NA,269.569,NA
2014-05-02,7.6,-0.2,1,0.0773410192967757,15088.5190007687,795.436,7925.918,352.888,1069.748,NA,NA,32.443,771.266,NA,NA,11.083,NA
2014-05-03,8,-0.2,1,0.0717408848951721,8186.03600072861,753.257,4539.776,2761.95,296.313,NA,NA,40.569,205.602,143.631,30.102,125.605,NA
2014-05-04,8,-0.5,1,0.136191808377038,5889.1949994564,1758.438,3381.689,928.406,NA,NA,NA,35.525,494.677,NA,NA,NA,NA
2014-05-05,NA,NA,NA,0.00784259545210734,1788.73399996758,438.347,826.787,318.514,NA,NA,NA,NA,25.104,NA,NA,264.331,NA
